
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
16.636,3115.348,76.12,-10.776,76.144,10.777,51.02,0.006,51.02,0.007,1.943,0.12,28.591,-80.615,9.783,0.63,1.77e-5,-0.516,-4.125e-4,2.08e4,4331,10.878,0.082,204.3,176.1,1.8,0.232,1.135e7,0,20.448,0.406,0.406,0.276,0.009,0.12,0.079,0.141,-1.09e-4,0,0,0,0,-4.68e-5,0.01,15.7,190,86.459,-0.006,1.939,-5.25,691.1,328.118,0.05,0.46
16.686,3119.14,75.581,-10.761,75.606,10.762,51.117,0.006,51.117,0.007,1.949,0.112,28.591,-80.615,9.783,0.63,1.769e-5,-0.229,-4.897e-5,2.08e4,4331,10.878,0.082,204.3,176.1,1.803,0.231,1.127e7,0,20.146,0.406,0.406,0.276,0.009,0.12,0.076,0.137,-1.195e-5,0,0,0,0,-9.038e-6,0.01,15.7,190,86.459,-0.007,1.956,-5.274,690.7,328.103,0.05,0.461
16.736,3122.906,75.044,-10.747,75.069,10.748,51.214,0.006,51.214,0.007,1.954,0.118,28.591,-80.615,9.783,0.63,1.756e-5,0.057,6.704e-4,2.08e4,4331,10.878,0.082,204.3,176.1,1.798,0.229,1.118e7,0,19.849,0.405,0.406,0.276,0.009,0.12,0.08,0.143,4.538e-4,0,0,0,0,6.868e-7,0.01,15.7,190,86.459,-0.007,1.893,-5.299,690.4,328.088,0.05,0.461
16.786,3126.645,74.507,-10.734,74.532,10.735,51.312,0.006,51.312,0.007,1.961,0.142,28.591,-80.615,9.783,0.688,1.758e-5,0.344,-2.332e-4,2.08e4,4331,10.878,0.082,204,176.1,1.783,0.227,1.11e7,0,19.557,0.405,0.406,0.276,0.009,0.12,0.091,0.161,4.631e-4,0,0,0,0,2.51e-5,0.01,15.7,190,86.459,-0.006,1.736,-5.323,690.1,328.073,0.05,0.462
16.836,3130.356,73.97,-10.72,73.996,10.721,51.41,0.006,51.41,0.007,1.968,0.138,28.591,-80.615,9.783,0.688,1.762e-5,0.688,-4.314e-4,2.08e4,4331,10.878,0.082,204,176.1,1.784,0.226,1.102e7,0,19.263,0.405,0.406,0.277,0.009,0.12,0.09,0.16,-2.554e-4,0,0,0,0,9.223e-5,0.009,15.7,190,86.459,-0.005,1.675,-5.347,689.8,328.058,0.05,0.462
16.886,3134.042,73.435,-10.705,73.461,10.706,51.509,0.006,51.509,0.007,1.974,0.126,28.591,-80.615,9.783,0.688,1.752e-5,0.974,7.208e-4,2.08e4,4331,10.878,0.082,204.1,176.1,1.79,0.224,1.093e7,0,18.97,0.405,0.406,0.277,0.009,0.12,0.085,0.152,1.71e-4,0,0,0,0,1.919e-4,0.009,15.7,190,86.517,-0.003,1.637,-5.371,689.4,328.044,0.05,0.463
16.936,3137.7,72.9,-10.688,72.927,10.689,51.608,0.007,51.608,0.007,1.98,0.088,28.591,-80.615,9.783,0.516,1.761e-5,1.261,-2.385e-4,2.08e4,4331,10.878,0.082,204.5,176.1,1.813,0.223,1.085e7,0,18.677,0.405,0.405,0.277,0.009,0.12,0.068,0.124,3.863e-4,0,0,0,0,3.161e-4,0.009,15.7,190,86.574,-7.569e-4,1.696,-5.395,689.1,328.03,0.05,0.463
16.986,3141.332,72.366,-10.671,72.393,10.671,51.707,0.007,51.707,0.007,1.983,0.032,28.591,-80.615,9.783,0.344,1.841e-5,1.432,-0.001,2.08e4,4331,10.878,0.082,205.1,176.1,1.85,0.221,1.077e7,0,18.388,0.405,0.405,0.277,0.009,0.119,0.043,0.079,3.041e-4,0,0,0,0,4.254e-4,0.009,15.7,190,86.631,0.002,1.835,-5.419,688.8,328.015,0.05,0.464
17.036,3144.936,71.833,-10.655,71.86,10.655,51.806,0.007,51.806,0.007,1.984,0.002,28.591,-80.615,9.783,0.229,1.746e-5,1.547,-0.003,2.08e4,4331,10.878,0.082,205.4,176.1,1.871,0.219,1.069e7,0,18.105,0.405,0.405,0.277,0.009,0.119,0.028,0.053,-4.429e-4,0,0,0,0,5.011e-4,0.009,15.7,190,86.689,0.006,1.853,-5.442,688.5,328.001,0.05,0.464
17.086,3148.515,71.3,-10.64,71.328,10.64,51.905,0.007,51.905,0.007,1.983,0.039,28.591,-80.615,9.783,0.057,1.768e-5,1.662,-0.014,2.08e4,4331,10.878,0.082,205.9,176.1,1.901,0.218,1.06e7,0,17.826,0.405,0.405,0.277,0.009,0.119,0.008,0.016,2.308e-4,0,0,0,0,5.567e-4,0.009,15.7,190,86.803,0.01,1.925,-5.465,688.2,327.987,0.05,0.465
17.136,3152.067,70.769,-10.624,70.796,10.624,52.004,0.007,52.004,0.008,1.98,0.091,28.591,-80.615,9.783,0.115,1.773e-5,-1.604,-0.012,2.08e4,4331,10.878,0.082,205.6,176.1,1.887,0.216,1.052e7,0,17.556,0.405,0.405,0.277,0.009,0.119,0.017,0.033,4.631e-4,0,0,0,0,-5.528e-4,0.009,15.7,190,86.86,0.015,2.058,-5.488,687.9,327.973,0.05,0.466
17.186,3155.592,70.238,-10.61,70.266,10.611,52.103,0.007,52.103,0.008,1.974,0.102,28.591,-80.615,9.782,0.172,1.727e-5,-1.547,-0.007,2.08e4,4331,10.878,0.082,205.5,176.1,1.876,0.215,1.044e7,0,17.284,0.405,0.405,0.277,0.009,0.119,0.024,0.045,-2.576e-4,0,0,0,0,-5.062e-4,0.009,15.7,190,86.975,0.021,2.002,-5.511,687.6,327.959,0.05,0.466
17.236,3159.09,69.708,-10.597,69.735,10.597,52.202,0.007,52.202,0.008,1.969,0.107,28.591,-80.615,9.782,0.229,1.745e-5,-1.432,-0.005,2.08e4,4331,10.878,0.082,205.4,176.1,1.871,0.213,1.036e7,0,17.013,0.404,0.405,0.277,0.009,0.119,0.028,0.052,-1.479e-5,0,0,0,0,-4.623e-4,0.009,15.7,190,87.032,0.026,1.921,-5.534,687.3,327.945,0.05,0.467
17.286,3162.562,69.178,-10.583,69.206,10.584,52.3,0.007,52.3,0.008,1.963,0.138,28.591,-80.615,9.782,0.344,1.762e-5,-1.375,-0.004,2.08e4,4331,10.878,0.082,205,176.1,1.845,0.211,1.028e7,0,16.752,0.404,0.405,0.277,0.009,0.119,0.045,0.083,-2.737e-4,0,0,0,0,-4.018e-4,0.009,15.7,190,87.09,0.032,1.976,-5.557,687,327.932,0.05,0.468
17.336,3166.008,68.649,-10.569,68.677,10.57,52.398,0.007,52.398,0.008,1.956,0.168,28.591,-80.615,9.782,0.516,1.753e-5,-1.203,-0.004,2.08e4,4331,10.878,0.082,204.6,176.1,1.821,0.21,1.02e7,0,16.495,0.404,0.405,0.277,0.009,0.119,0.061,0.112,2.927e-6,0,0,0,0,-3.108e-4,0.009,15.7,190,87.147,0.038,2.035,-5.579,686.7,327.918,0.05,0.468
17.386,3169.427,68.121,-10.556,68.149,10.557,52.496,0.007,52.496,0.008,1.947,0.194,28.591,-80.615,9.782,0.63,1.776e-5,-0.974,-0.004,2.08e4,4331,10.878,0.082,204.3,176.1,1.799,0.208,1.012e7,0,16.241,0.404,0.405,0.277,0.009,0.119,0.077,0.138,-2.351e-4,0,0,0,0,-2.146e-4,0.009,15.7,190,87.204,0.043,2.09,-5.601,686.4,327.905,0.05,0.469
17.436,3172.82,67.594,-10.542,67.622,10.545,52.593,0.007,52.593,0.008,1.936,0.239,28.591,-80.615,9.782,0.802,1.809e-5,-0.688,-0.004,2.08e4,4331,10.878,0.082,203.7,176.1,1.764,0.207,1.004e7,0,16,0.404,0.405,0.277,0.009,0.119,0.102,0.18,-1.066e-4,0,0,0,0,-1.178e-4,0.009,15.7,190,87.261,0.049,2.247,-5.623,686.1,327.891,0.05,0.469
17.486,3176.187,67.067,-10.53,67.095,10.532,52.689,0.007,52.689,0.008,1.924,0.239,28.591,-80.615,9.782,0.802,1.769e-5,-0.401,-0.004,2.08e4,4331,10.878,0.082,203.7,176.1,1.761,0.205,9.956e6,0,15.743,0.404,0.405,0.277,0.009,0.119,0.104,0.184,1.598e-4,0,0,0,0,-3.845e-5,0.009,15.7,190,87.261,0.054,2.213,-5.645,685.8,327.878,0.05,0.47
17.536,3179.527,66.541,-10.517,66.568,10.52,52.785,0.008,52.785,0.008,1.911,0.257,28.591,-80.615,9.782,0.917,1.772e-5,-0.115,-0.005,2.08e4,4331,10.878,0.082,203.4,176.1,1.745,0.203,9.876e6,0,15.498,0.404,0.405,0.277,0.009,0.119,0.116,0.202,-2.934e-4,0,0,0,0,-3.038e-6,0.009,15.7,190,87.319,0.057,2.283,-5.667,685.5,327.865,0.05,0.47
17.586,3182.841,66.015,-10.505,66.043,10.508,52.88,0.008,52.88,0.008,1.898,0.251,28.591,-80.615,9.782,0.917,1.772e-5,0.229,-0.004,2.08e4,4331,10.878,0.082,203.4,176.1,1.746,0.202,9.795e6,0,15.245,0.404,0.405,0.277,0.009,0.118,0.115,0.201,-1.173e-4,0,0,0,0,1.15e-5,0.008,15.7,190,87.319,0.057,2.258,-5.688,685.2,327.852,0.05,0.471
17.636,3186.129,65.49,-10.493,65.518,10.496,52.975,0.008,52.975,0.008,1.886,0.245,28.591,-80.615,9.782,0.859,1.777e-5,0.516,-0.004,2.08e4,4331,10.878,0.082,203.5,176.1,1.748,0.2,9.715e6,0,14.994,0.404,0.405,0.277,0.009,0.118,0.114,0.198,-4.845e-4,0,0,0,0,6.615e-5,0.008,15.7,190,87.261,0.057,2.244,-5.71,684.9,327.839,0.05,0.471
17.686,3189.39,64.966,-10.481,64.993,10.484,53.069,0.008,53.069,0.008,1.874,0.243,28.591,-80.615,9.782,0.917,1.75e-5,0.802,-0.004,2.08e4,4331,10.878,0.082,203.4,176.1,1.746,0.199,9.635e6,0,14.749,0.404,0.405,0.277,0.008,0.118,0.115,0.2,-4.924e-5,0,0,0,0,1.692e-4,0.008,15.7,190,87.261,0.057,2.273,-5.731,684.6,327.826,0.05,0.472
17.736,3192.625,64.442,-10.47,64.469,10.472,53.162,0.008,53.162,0.009,1.862,0.226,28.591,-80.615,9.782,0.859,1.786e-5,1.089,-0.005,2.08e4,4331,10.878,0.082,203.6,176.1,1.757,0.197,9.555e6,0,14.499,0.404,0.404,0.277,0.008,0.118,0.106,0.186,4.432e-4,0,0,0,0,3.162e-4,0.008,15.7,190,87.204,0.057,2.235,-5.752,684.3,327.813,0.05,0.472
17.786,3195.834,63.919,-10.458,63.946,10.461,53.255,0.008,53.255,0.009,1.851,0.226,28.591,-80.615,9.782,0.859,1.722e-5,1.375,-0.005,2.08e4,4331,10.878,0.082,203.6,176.1,1.754,0.195,9.475e6,0,14.261,0.403,0.404,0.277,0.008,0.118,0.108,0.19,-2.706e-4,0,0,0,0,4.945e-4,0.008,15.7,190,87.147,0.057,2.299,-5.773,684.1,327.801,0.05,0.473
17.836,3199.017,63.396,-10.447,63.423,10.449,53.347,0.008,53.347,0.009,1.84,0.215,28.591,-80.615,9.782,0.802,1.831e-5,1.662,-0.005,2.08e4,4331,10.878,0.082,203.7,176.1,1.76,0.194,9.396e6,0,14.02,0.403,0.404,0.277,0.008,0.118,0.103,0.181,-1.35e-4,0,0,0,0,7.225e-4,0.008,15.7,190,87.032,0.057,2.319,-5.794,683.8,327.788,0.05,0.473
17.886,3202.174,62.874,-10.436,62.901,10.438,53.439,0.008,53.439,0.009,1.829,0.199,28.591,-80.615,9.782,0.745,1.758e-5,1.891,-0.005,2.08e4,4331,10.878,0.082,203.8,176.1,1.771,0.192,9.316e6,0,13.779,0.403,0.404,0.277,0.008,0.118,0.095,0.167,-3.408e-4,0,0,0,0,9.672e-4,0.008,15.7,190,86.975,0.057,2.324,-5.814,683.5,327.776,0.05,0.474
17.936,3205.304,62.353,-10.426,62.379,10.427,53.53,0.008,53.53,0.009,1.82,0.162,28.591,-80.615,9.782,0.573,1.746e-5,2.12,-0.006,2.08e4,4331,10.878,0.082,204.3,176.1,1.801,0.191,9.236e6,0,13.533,0.403,0.404,0.277,0.008,0.118,0.073,0.13,2.864e-4,0,0,0,0,0.001,0.008,15.7,190,86.86,0.057,2.228,-5.834,683.2,327.763,0.05,0.474
17.986,3208.409,61.832,-10.416,61.858,10.416,53.621,0.008,53.621,0.009,1.813,0.139,28.591,-80.615,9.782,0.458,1.8e-5,2.292,-0.007,2.08e4,4331,10.878,0.082,204.6,176.1,1.82,0.189,9.156e6,0,13.297,0.403,0.403,0.277,0.008,0.118,0.06,0.108,-9.004e-5,0,0,0,0,0.001,0.008,15.7,190,86.746,0.057,2.207,-5.855,683,327.751,0.05,0.475
18.036,3211.488,61.311,-10.405,61.338,10.406,53.712,0.009,53.712,0.009,1.806,0.122,28.591,-80.615,9.782,0.401,1.762e-5,2.406,-0.008,2.08e4,4331,10.878,0.082,204.8,176.1,1.834,0.187,9.077e6,0,13.066,0.403,0.403,0.277,0.008,0.118,0.05,0.09,3.971e-4,0,0,0,0,0.002,0.008,15.7,190,86.631,0.057,2.221,-5.875,682.7,327.739,0.05,0.475
18.086,3214.54,60.791,-10.395,60.818,10.396,53.802,0.009,53.802,0.009,1.801,0.102,28.591,-80.615,9.782,0.286,1.803e-5,2.521,-0.01,2.08e4,4331,10.878,0.082,205.1,176.1,1.852,0.186,8.998e6,0,12.836,0.403,0.403,0.277,0.008,0.118,0.037,0.067,4.596e-4,0,0,0,0,0.002,0.008,15.7,190,86.517,0.056,2.217,-5.895,682.4,327.727,0.05,0.476
18.136,3217.567,60.272,-10.386,60.298,10.386,53.892,0.009,53.892,0.009,1.796,0.073,28.591,-80.615,9.782,0.172,1.738e-5,2.578,-0.022,2.08e4,4331,10.878,0.082,205.5,176.1,1.881,0.184,8.919e6,0,12.608,0.403,0.403,0.277,0.008,0.118,0.018,0.032,-1.995e-4,0,0,0,0,0.002,0.008,15.7,190,86.402,0.053,2.16,-5.914,682.2,327.715,0.05,0.476
18.186,3220.567,59.753,-10.377,59.78,10.377,53.982,0.009,53.982,0.009,1.794,0.036,28.591,-80.615,9.782,0.057,1.811e-5,-2.578,-0.057,2.08e4,4331,10.878,0.082,205.8,176.1,1.898,0.183,8.839e6,0,12.383,0.403,0.403,0.277,0.008,0.118,0.007,0.016,9.941e-5,0,0,0,0,-0.002,0.008,15.7,190,86.287,0.049,2.051,-5.934,681.9,327.703,0.05,0.477
18.236,3223.542,59.234,-10.368,59.261,10.368,54.071,0.009,54.071,0.009,1.792,0.02,28.591,-80.615,9.782,0.172,1.769e-5,-2.578,-0.021,2.08e4,4331,10.878,0.082,205.5,176.1,1.879,0.181,8.76e6,0,12.164,0.403,0.403,0.277,0.008,0.118,0.019,0.037,-8.082e-5,0,0,0,0,-0.002,0.008,15.7,190,86.116,0.046,2.054,-5.953,681.7,327.691,0.05,0.477
18.286,3226.491,58.716,-10.359,58.743,10.359,54.161,0.009,54.161,0.01,1.792,0.002,28.591,-80.615,9.782,0.286,1.815e-5,-2.521,-0.011,2.08e4,4331,10.878,0.082,205.1,176.1,1.855,0.18,8.682e6,0,11.948,0.403,0.403,0.277,0.008,0.117,0.035,0.067,-1.354e-4,0,0,0,0,-0.002,0.008,15.7,190,86.001,0.042,2.018,-5.972,681.4,327.68,0.05,0.478
18.336,3229.414,58.198,-10.351,58.226,10.351,54.25,0.009,54.25,0.01,1.793,0.036,28.591,-80.615,9.782,0.458,1.771e-5,-2.406,-0.006,2.08e4,4331,10.878,0.082,204.6,176.1,1.818,0.178,8.602e6,0,11.736,0.403,0.403,0.277,0.008,0.117,0.06,0.111,-4.237e-4,0,0,0,0,-0.002,0.007,15.7,190,85.886,0.038,1.907,-5.991,681.2,327.668,0.05,0.478
18.386,3232.311,57.681,-10.342,57.709,10.342,54.34,0.009,54.34,0.01,1.795,0.047,28.591,-80.615,9.782,0.573,1.757e-5,-2.235,-0.005,2.08e4,4331,10.878,0.082,204.3,176.1,1.804,0.176,8.524e6,0,11.527,0.402,0.403,0.277,0.008,0.117,0.07,0.127,3.912e-4,0,0,0,0,-0.002,0.007,15.7,190,85.772,0.035,1.912,-6.01,680.9,327.657,0.05,0.481
18.436,3235.182,57.164,-10.335,57.192,10.335,54.43,0.009,54.43,0.01,1.798,0.074,28.591,-80.615,9.782,0.745,1.801e-5,-2.063,-0.005,2.08e4,4331,10.878,0.082,203.9,176.1,1.774,0.175,8.445e6,0,11.321,0.402,0.403,0.277,0.008,0.117,0.091,0.163,-2.478e-4,0,0,0,0,-0.001,0.007,15.7,190,85.657,0.032,1.819,-6.029,680.7,327.646,0.05,0.482
18.486,3238.027,56.647,-10.327,56.676,10.327,54.52,0.009,54.52,0.01,1.802,0.094,28.591,-80.615,9.782,0.859,1.709e-5,-1.891,-0.004,2.08e4,4331,10.878,0.082,203.5,176.1,1.751,0.173,8.366e6,0,11.118,0.402,0.403,0.277,0.008,0.117,0.108,0.19,-3.018e-4,0,0,0,0,-0.001,0.007,15.7,190,85.543,0.029,1.753,-6.047,680.4,327.634,0.05,0.484
18.536,3240.846,56.131,-10.317,56.16,10.317,54.61,0.01,54.61,0.01,1.807,0.09,28.591,-80.615,9.782,0.859,1.722e-5,-1.662,-0.003,2.08e4,4331,10.878,0.082,203.5,176.1,1.752,0.172,8.289e6,0,10.913,0.402,0.403,0.277,0.008,0.117,0.107,0.188,1.755e-5,0,0,0,0,-9.156e-4,0.007,15.7,190,85.485,0.026,1.81,-6.066,680.2,327.623,0.05,0.485
18.586,3243.64,55.616,-10.308,55.645,10.308,54.701,0.01,54.701,0.01,1.811,0.098,28.591,-80.615,9.782,0.917,1.761e-5,-1.432,-0.003,2.08e4,4331,10.878,0.082,203.4,176.1,1.742,0.17,8.211e6,0,10.712,0.402,0.403,0.277,0.008,0.117,0.115,0.201,-1.04e-4,0,0,0,0,-7.12e-4,0.007,15.7,190,85.371,0.023,1.792,-6.084,679.9,327.612,0.05,0.485
18.636,3246.408,55.1,-10.299,55.13,10.299,54.791,0.01,54.791,0.01,1.817,0.102,28.591,-80.615,9.782,0.917,1.752e-5,-1.203,-0.003,2.08e4,4331,10.878,0.082,203.3,176.1,1.734,0.169,8.133e6,0,10.513,0.402,0.403,0.277,0.008,0.117,0.12,0.21,1.417e-4,0,0,0,0,-5.156e-4,0.007,15.7,190,85.313,0.02,1.777,-6.102,679.7,327.601,0.05,0.485
18.686,3249.15,54.586,-10.291,54.616,10.292,54.882,0.01,54.882,0.01,1.822,0.121,28.591,-80.615,9.782,1.089,1.776e-5,-0.974,-0.003,2.08e4,4331,10.878,0.082,202.9,176.1,1.711,0.167,8.055e6,0,10.319,0.402,0.403,0.277,0.008,0.117,0.138,0.237,3.199e-4,0,0,0,0,-3.444e-4,0.007,15.7,190,85.256,0.018,1.665,-6.119,679.4,327.59,0.05,0.486
18.736,3251.867,54.071,-10.283,54.102,10.284,54.974,0.01,54.974,0.01,1.828,0.134,28.591,-80.615,9.782,1.146,1.771e-5,-0.745,-0.003,2.08e4,4331,10.878,0.082,202.6,176.1,1.696,0.165,7.977e6,0,10.125,0.402,0.404,0.277,0.008,0.117,0.151,0.256,3.771e-4,0,0,0,0,-1.888e-4,0.007,15.7,190,85.256,0.016,1.579,-6.137,679.2,327.58,0.05,0.486
18.786,3254.557,53.557,-10.272,53.589,10.273,55.065,0.01,55.065,0.011,1.835,0.122,28.591,-80.615,9.782,1.089,1.782e-5,-0.458,-0.003,2.08e4,4331,10.878,0.082,202.8,176.1,1.705,0.164,7.9e6,0,9.928,0.402,0.403,0.277,0.008,0.117,0.143,0.244,-4.097e-4,0,0,0,0,-7.898e-5,0.007,15.7,190,85.199,0.014,1.619,-6.155,679,327.569,0.05,0.487
18.836,3257.222,53.044,-10.262,53.076,10.263,55.157,0.01,55.157,0.011,1.841,0.113,28.591,-80.615,9.782,1.089,1.77e-5,-0.229,-0.003,2.08e4,4331,10.878,0.082,202.9,176.1,1.712,0.162,7.823e6,0,9.733,0.402,0.403,0.277,0.008,0.117,0.137,0.235,-8.07e-5,0,0,0,0,-1.92e-5,0.007,15.7,190,85.199,0.012,1.636,-6.172,678.7,327.559,0.05,0.487
18.886,3259.862,52.531,-10.252,52.564,10.253,55.249,0.01,55.249,0.011,1.846,0.107,28.591,-80.615,9.782,1.031,1.772e-5,0.004,-0.003,2.08e4,4331,10.878,0.082,203,176.1,1.715,0.161,7.746e6,0,9.54,0.402,0.403,0.277,0.008,0.117,0.134,0.23,9.788e-5,0,0,0,0,6.472e-9,0.007,15.7,190,85.199,0.01,1.622,-6.189,678.5,327.548,0.05,0.488
18.936,3262.475,52.019,-10.24,52.052,10.24,55.342,0.01,55.342,0.011,1.851,0.074,28.591,-80.615,9.782,0.859,1.774e-5,0.229,-0.003,2.08e4,4331,10.878,0.082,203.5,176.1,1.752,0.159,7.67e6,0,9.345,0.402,0.403,0.277,0.008,0.117,0.106,0.186,4.288e-5,0,0,0,0,1.78e-5,0.007,15.7,190,85.199,0.009,1.769,-6.206,678.3,327.538,0.05,0.488
18.986,3265.064,51.507,-10.231,51.541,10.231,55.434,0.011,55.434,0.011,1.854,0.07,28.591,-80.615,9.782,0.802,1.769e-5,0.401,-0.003,2.08e4,4331,10.878,0.082,203.6,176.1,1.754,0.158,7.593e6,0,9.157,0.402,0.402,0.277,0.008,0.117,0.104,0.183,4.151e-4,0,0,0,0,5.597e-5,0.007,15.7,190,85.199,0.008,1.729,-6.223,678.1,327.528,0.05,0.489
19.036,3267.626,50.996,-10.22,51.03,10.22,55.527,0.011,55.527,0.011,1.858,0.053,28.591,-80.615,9.782,0.688,1.77e-5,0.573,-0.003,2.08e4,4331,10.878,0.082,203.9,176.1,1.774,0.156,7.517e6,0,8.97,0.402,0.402,0.277,0.008,0.116,0.089,0.158,4.132e-4,0,0,0,0,1.207e-4,0.007,15.7,190,85.199,0.007,1.773,-6.24,677.8,327.518,0.05,0.489
19.086,3270.163,50.485,-10.21,50.519,10.21,55.62,0.011,55.62,0.011,1.86,0.037,28.591,-80.615,9.782,0.573,1.777e-5,0.688,-0.003,2.08e4,4331,10.878,0.082,204.2,176.1,1.794,0.155,7.441e6,0,8.785,0.402,0.402,0.277,0.008,0.116,0.075,0.134,1.331e-4,0,0,0,0,1.87e-4,0.006,15.7,190,85.256,0.006,1.806,-6.256,677.6,327.508,0.05,0.49
19.136,3272.675,49.975,-10.199,50.01,10.199,55.713,0.011,55.713,0.011,1.861,0.015,28.591,-80.615,9.782,0.458,1.778e-5,0.802,-0.004,2.08e4,4331,10.878,0.082,204.6,176.1,1.823,0.153,7.365e6,0,8.604,0.401,0.402,0.277,0.008,0.116,0.054,0.098,7.394e-5,0,0,0,0,2.574e-4,0.006,15.7,190,85.313,0.005,1.878,-6.272,677.4,327.498,0.05,0.49
19.186,3275.161,49.465,-10.19,49.5,10.19,55.806,0.011,55.806,0.011,1.862,0.007,28.591,-80.615,9.782,0.401,1.754e-5,0.859,-0.005,2.08e4,4331,10.878,0.082,204.8,176.1,1.834,0.151,7.289e6,0,8.425,0.401,0.402,0.277,0.008,0.116,0.046,0.084,-3.755e-4,0,0,0,0,3.147e-4,0.006,15.7,190,85.313,0.005,1.856,-6.289,677.2,327.488,0.05,0.49
19.236,3277.621,48.956,-10.182,48.991,10.182,55.899,0.011,55.899,0.011,1.862,0.01,28.591,-80.615,9.782,0.401,1.781e-5,0.917,-0.005,2.08e4,4331,10.878,0.082,204.7,176.1,1.83,0.15,7.212e6,0,8.248,0.401,0.402,0.277,0.008,0.116,0.049,0.09,-3.9e-4,0,0,0,0,3.8e-4,0.006,15.7,190,85.371,0.005,1.759,-6.305,677,327.478,0.05,0.491
19.286,3280.056,48.447,-10.172,48.483,10.172,55.992,0.011,55.992,0.011,1.862,0.003,28.591,-80.615,9.782,0.344,1.785e-5,0.974,-0.006,2.08e4,4331,10.878,0.082,204.9,176.1,1.841,0.148,7.135e6,0,8.073,0.401,0.401,0.277,0.008,0.116,0.041,0.076,2.324e-4,0,0,0,0,4.513e-4,0.006,15.7,190,85.428,0.005,1.732,-6.32,676.8,327.469,0.05,0.491
19.336,3282.466,47.939,-10.164,47.975,10.164,56.085,0.011,56.085,0.012,1.862,0.002,28.591,-80.615,9.782,0.344,1.738e-5,1.031,-0.006,2.08e4,4331,10.878,0.082,204.9,176.1,1.842,0.147,7.059e6,0,7.9,0.401,0.401,0.277,0.008,0.116,0.041,0.075,-1.315e-5,0,0,0,0,5.153e-4,0.006,15.7,190,85.485,0.005,1.654,-6.336,676.5,327.459,0.05,0.492
19.386,3284.85,47.431,-10.153,47.467,10.153,56.179,0.011,56.179,0.012,1.862,0.032,28.591,-80.615,9.782,0.027,1.769e-5,1.089,-0.057,2.08e4,4331,10.878,0.082,205.8,176.1,1.899,0.145,6.985e6,0,7.733,0.401,0.401,0.277,0.008,0.116,0.003,0.006,3.844e-4,0,0,0,0,5.696e-4,0.006,15.7,190,85.543,0.006,1.824,-6.352,676.3,327.45,0.05,0.492
19.436,3287.209,46.923,-10.143,46.96,10.143,56.272,0.011,56.272,0.012,1.859,0.059,28.591,-80.615,9.782,0.229,1.796e-5,-1.089,-0.011,2.08e4,4331,10.878,0.082,205.2,176.1,1.86,0.144,6.911e6,0,7.571,0.401,0.401,0.277,0.008,0.116,0.028,0.053,-4.348e-4,0,0,0,0,-5.547e-4,0.006,15.7,190,85.6,0.007,1.953,-6.367,676.1,327.441,0.05,0.493
19.486,3289.542,46.416,-10.135,46.453,10.135,56.365,0.012,56.365,0.012,1.856,0.061,28.591,-80.615,9.782,0.229,1.767e-5,-1.031,-0.009,2.08e4,4331,10.878,0.082,205.1,176.1,1.855,0.142,6.834e6,0,7.405,0.401,0.401,0.277,0.008,0.116,0.031,0.059,1.328e-4,0,0,0,0,-5.193e-4,0.006,15.7,190,85.657,0.008,1.893,-6.382,675.9,327.431,0.05,0.493
19.536,3291.851,45.91,-10.127,45.947,10.127,56.457,0.012,56.457,0.012,1.853,0.063,28.591,-80.615,9.782,0.286,1.775e-5,-0.974,-0.008,2.08e4,4331,10.878,0.082,205,176.1,1.848,0.141,6.758e6,0,7.242,0.401,0.401,0.277,0.008,0.116,0.036,0.067,-2.084e-4,0,0,0,0,-4.876e-4,0.006,15.7,190,85.714,0.009,1.842,-6.397,675.7,327.422,0.05,0.494
19.586,3294.133,45.404,-10.118,45.441,10.119,56.55,0.012,56.55,0.012,1.85,0.081,28.591,-80.615,9.782,0.458,1.77e-5,-0.917,-0.005,2.08e4,4331,10.878,0.082,204.5,176.1,1.814,0.139,6.684e6,0,7.086,0.401,0.401,0.277,0.008,0.116,0.059,0.108,-3.792e-4,0,0,0,0,-4.383e-4,0.006,15.7,190,85.714,0.011,1.914,-6.412,675.5,327.413,0.05,0.494
