
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
95.072,2295.581,-15.35,0.013,15.351,0.17,-71.865,0.014,71.865,179.966,2.097,0.169,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.447e6,0,203.806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.28,0.029,765.8,331.316,0.5,0.554
95.572,2287.907,-15.345,0.011,15.345,0.015,-72.912,0.014,72.912,179.966,2.091,0.011,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.447e6,0,203.726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.083,0.079,766.5,331.347,0.5,0.555
96.072,2280.236,-15.338,0.012,15.339,0.107,-73.971,0.013,73.971,179.966,2.144,0.106,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.448e6,0,203.763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.26,0.129,767.2,331.377,0.5,0.555
96.572,2272.569,-15.331,0.014,15.333,0.239,-75.013,0.013,75.013,179.966,2.025,0.238,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.448e6,0,203.854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.775,0.178,768,331.407,0.5,0.555
97.072,2264.905,-15.326,0.01,15.326,0.091,-76.014,0.013,76.014,179.966,1.98,0.09,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.449e6,0,203.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.887,0.228,768.7,331.437,0.5,0.555
97.572,2257.243,-15.321,0.011,15.321,0.021,-77.002,0.013,77.002,179.966,1.971,0.017,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.449e6,0,203.726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.956,0.278,769.5,331.467,0.5,0.555
98.072,2249.584,-15.315,0.012,15.315,0.084,-77.998,0.013,77.998,179.966,2.013,0.083,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.45e6,0,203.754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.105,0.328,770.2,331.498,0.5,0.555
98.572,2241.928,-15.309,0.012,15.309,0.032,-79.001,0.013,79.001,179.966,1.998,0.03,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.451e6,0,203.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.97,0.378,770.9,331.528,0.5,0.555
99.072,2234.275,-15.303,0.012,15.303,0.087,-80.011,0.013,80.011,179.966,2.041,0.086,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.451e6,0,203.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.136,0.427,771.7,331.558,0.5,0.555
99.572,2226.625,-15.297,0.012,15.297,0.122,-81.017,0.013,81.017,179.966,1.981,0.121,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.452e6,0,203.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.855,0.477,772.4,331.588,0.5,0.555
100.072,2218.978,-15.291,0.012,15.291,0.089,-81.996,0.013,81.996,179.966,1.937,0.088,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.452e6,0,203.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.846,0.527,773.1,331.618,0.5,0.555
100.572,2211.334,-15.285,0.012,15.286,0.071,-82.973,0.012,82.973,179.966,1.972,0.07,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.453e6,0,203.748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.049,0.577,773.9,331.648,0.5,0.556
101.072,2203.693,-15.28,0.011,15.28,0.012,-83.959,0.012,83.959,179.966,1.971,0.002,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.454e6,0,203.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.972,0.626,774.6,331.678,0.5,0.556
101.572,2196.054,-15.274,0.012,15.274,0.028,-84.941,0.012,84.941,179.966,1.958,0.026,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.454e6,0,203.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.934,0.676,775.3,331.709,0.5,0.556
102.072,2188.419,-15.268,0.012,15.268,0.019,-85.922,0.012,85.922,179.966,1.966,0.015,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.455e6,0,203.746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.985,0.726,776.1,331.739,0.5,0.556
102.572,2180.786,-15.262,0.012,15.262,0.024,-86.902,0.012,86.902,179.966,1.955,0.021,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.455e6,0,203.747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.937,0.775,776.8,331.769,0.5,0.556
103.072,2173.157,-15.256,0.012,15.256,0.062,-87.887,0.012,87.887,179.966,1.986,0.061,28.591,-80.615,9.785,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.456e6,0,203.754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.053,0.825,777.6,331.799,0.5,0.556
103.572,2165.53,-15.25,0.012,15.251,0.032,-88.876,0.012,88.876,179.966,1.971,0.029,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.457e6,0,203.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.943,0.874,778.3,331.829,0.5,0.556
104.072,2157.906,-15.245,0.012,15.245,0.055,-89.855,0.012,89.855,179.966,1.944,0.053,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.457e6,0,203.751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.891,0.924,779,331.859,0.5,0.556
104.572,2150.285,-15.239,0.011,15.239,0.015,-90.826,0.012,90.826,179.966,1.94,0.009,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.458e6,0,203.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.933,0.974,779.8,331.889,0.5,0.556
105.072,2142.667,-15.233,0.012,15.233,0.08,-91.786,0.011,91.786,179.966,1.9,0.079,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.458e6,0,203.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.82,1.023,780.5,331.919,0.5,0.556
105.572,2135.052,-15.227,0.012,15.227,0.092,-92.725,0.011,92.725,179.966,1.855,0.092,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.459e6,0,203.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.761,1.073,781.2,331.949,0.5,0.556
106.072,2127.44,-15.222,0.011,15.222,0.025,-93.655,0.011,93.655,179.966,1.866,0.022,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.46e6,0,203.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.892,1.122,782,331.979,0.5,0.556
106.572,2119.831,-15.216,0.012,15.216,0.086,-94.577,0.011,94.577,179.966,1.823,0.085,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.46e6,0,203.759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.737,1.172,782.7,332.009,0.5,0.557
107.072,2112.225,-15.209,0.014,15.211,0.213,-95.515,0.011,95.515,179.966,1.93,0.213,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.461e6,0,203.839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.157,1.221,783.4,332.039,0.5,0.557
107.572,2104.622,-15.204,0.01,15.204,0.085,-96.47,0.011,96.47,179.966,1.887,0.085,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.461e6,0,203.728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.801,1.271,784.2,332.069,0.5,0.557
108.072,2097.021,-15.198,0.011,15.199,0.057,-97.406,0.011,97.406,179.966,1.859,0.056,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.462e6,0,203.737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.803,1.32,784.9,332.099,0.5,0.557
108.572,2089.423,-15.192,0.013,15.193,0.19,-98.36,0.011,98.36,179.966,1.954,0.19,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.463e6,0,203.817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.157,1.369,785.6,332.129,0.5,0.557
109.072,2081.829,-15.187,0.011,15.187,0.097,-99.349,0.011,99.349,179.966,2.002,0.096,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.463e6,0,203.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.107,1.419,786.3,332.159,0.5,0.557
109.572,2074.237,-15.181,0.011,15.181,0.036,-100.354,0.011,100.354,179.966,2.02,0.035,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.464e6,0,203.734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.059,1.468,787.1,332.189,0.5,0.557
110.072,2066.647,-15.176,0.011,15.176,0.09,-101.375,0.01,101.375,179.966,2.065,0.09,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.464e6,0,203.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.162,1.517,787.8,332.218,0.5,0.557
110.572,2059.061,-15.17,0.012,15.17,0.134,-102.424,0.01,102.424,179.966,2.131,0.133,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.465e6,0,203.778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.274,1.567,788.5,332.248,0.5,0.557
111.072,2051.477,-15.164,0.011,15.165,0.107,-103.503,0.01,103.503,179.966,2.185,0.107,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.465e6,0,203.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.3,1.616,789.3,332.278,0.5,0.557
111.572,2043.897,-15.159,0.011,15.159,0.077,-104.586,0.01,104.586,179.966,2.147,0.076,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.466e6,0,203.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.07,1.665,790,332.308,0.5,0.557
112.072,2036.319,-15.153,0.011,15.153,0.018,-105.658,0.01,105.658,179.966,2.14,0.014,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.466e6,0,203.739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.128,1.715,790.7,332.338,0.5,0.557
112.572,2028.743,-15.148,0.011,15.148,0.048,-106.722,0.01,106.722,179.966,2.117,0.046,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.467e6,0,203.748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.071,1.764,791.5,332.368,0.5,0.557
113.072,2021.171,-15.142,0.011,15.142,0.044,-107.786,0.01,107.786,180.023,2.138,0.043,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.468e6,0,203.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.186,1.813,792.2,332.398,0.5,0.558
113.572,2013.601,-15.137,0.011,15.137,0.034,-108.851,0.01,108.851,180.023,2.122,0.032,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.468e6,0,203.747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.092,1.862,792.9,332.428,0.5,0.558
114.072,2006.035,-15.131,0.011,15.131,0.081,-109.902,0.01,109.902,180.023,2.082,0.08,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.469e6,0,203.759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.001,1.912,793.6,332.457,0.5,0.558
114.572,1998.47,-15.125,0.011,15.125,0.011,-110.943,0.009,110.943,180.023,2.083,0.002,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.046,2.469e6,0,203.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.088,1.961,794.4,332.487,0.5,0.558
115.072,1990.909,-15.12,0.012,15.12,0.092,-111.973,0.009,111.973,180.023,2.037,0.091,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.47e6,0,203.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.945,2.01,795.1,332.517,0.5,0.558
115.572,1983.351,-15.114,0.012,15.114,0.084,-112.982,0.009,112.982,180.023,1.996,0.084,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.471e6,0,203.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.911,2.059,795.9,332.547,0.5,0.558
116.072,1975.795,-15.108,0.011,15.108,0.03,-113.983,0.009,113.983,180.023,2.01,0.028,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.471e6,0,203.756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.042,2.108,796.6,332.576,0.5,0.558
116.572,1968.243,-15.102,0.012,15.102,0.034,-114.984,0.009,114.984,180.023,1.994,0.032,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.472e6,0,203.761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.964,2.157,797.4,332.606,0.5,0.558
117.072,1960.693,-15.096,0.013,15.097,0.145,-115.963,0.009,115.963,180.023,1.921,0.145,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.472e6,0,203.804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.773,2.206,798.2,332.636,0.5,0.558
117.572,1953.147,-15.09,0.012,15.091,0.135,-116.906,0.009,116.906,180.023,1.854,0.135,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.473e6,0,203.785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.716,2.255,798.9,332.666,0.5,0.558
118.072,1945.603,-15.084,0.011,15.084,0.034,-117.829,0.009,117.829,180.023,1.838,0.032,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.474e6,0,203.747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.807,2.305,799.7,332.695,0.5,0.558
118.572,1938.063,-15.076,0.017,15.08,0.321,-118.788,0.009,118.788,180.023,1.998,0.321,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.474e6,0,203.977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.335,2.354,800.5,332.725,0.5,0.558
119.072,1930.526,-15.072,0.009,15.072,0.096,-119.799,0.008,119.799,180.023,2.046,0.095,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.475e6,0,203.709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.148,2.403,801.2,332.755,0.5,0.558
119.572,1922.991,-15.067,0.01,15.067,0.02,-120.824,0.008,120.824,180.023,2.055,0.018,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.475e6,0,203.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.076,2.452,802,332.785,0.5,0.558
120.072,1915.46,-15.061,0.012,15.061,0.12,-121.866,0.008,121.866,180.023,2.114,0.119,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.476e6,0,203.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.241,2.501,802.7,332.814,0.5,0.559
120.572,1907.93,-15.055,0.011,15.055,0.065,-122.916,0.008,122.916,180.023,2.082,0.064,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.477e6,0,203.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.019,2.55,803.5,332.844,0.5,0.559
121.072,1900.404,-15.05,0.012,15.05,0.075,-123.966,0.008,123.966,180.023,2.119,0.074,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.477e6,0,203.767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.199,2.598,804.3,332.874,0.5,0.559
121.572,1892.881,-15.044,0.012,15.044,0.096,-125.037,0.008,125.037,180.023,2.167,0.095,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.478e6,0,203.776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.269,2.647,805,332.903,0.5,0.559
122.072,1885.361,-15.038,0.011,15.038,0.035,-126.117,0.008,126.117,180.023,2.15,0.033,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.479e6,0,203.756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.118,2.696,805.8,332.933,0.5,0.559
122.572,1877.843,-15.032,0.011,15.032,0.046,-127.197,0.008,127.197,180.023,2.172,0.044,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.479e6,0,203.763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.221,2.745,806.6,332.962,0.5,0.559
123.072,1870.328,-15.027,0.011,15.027,0.037,-128.288,0.008,128.288,180.023,2.19,0.035,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.48e6,0,203.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.229,2.794,807.3,332.992,0.5,0.559
123.572,1862.816,-15.021,0.012,15.021,0.054,-129.389,0.007,129.389,180.023,2.216,0.052,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.48e6,0,203.767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.273,2.843,808.1,333.022,0.5,0.559
124.072,1855.307,-15.014,0.014,15.016,0.214,-130.471,0.007,130.471,180.023,2.109,0.214,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.481e6,0,203.855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.892,2.892,808.8,333.051,0.5,0.559
124.572,1847.802,-15.009,0.01,15.009,0.072,-131.516,0.007,131.516,180.023,2.074,0.071,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.482e6,0,203.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.004,2.941,809.6,333.081,0.5,0.559
